Date,Item,Qty,Amount
2023-08-25,Bolt,6,60.0
2023-08-25,Motol,2,300.0
2023-08-25,Throttle Assist,1,35.0
2023-08-25,Gear Oil,1,80.0
2023-08-25,Side Mirror Carbon,2,500.0
2023-08-26,Expander Bracket Motowolf,3,240.0
2023-08-26,Horn Switch,1,30.0
2023-08-26,Headlight Bulb,3,150.0
2023-08-26,Petrol SB 100,4,320.0
2023-08-26,Chain Lube,1,150.0
2023-08-26,Tire 90 x 90-17,1,1050.0
2023-08-26,Regulator,3,900.0
2023-08-27,Fuel Hose,1,30.0
2023-08-27,Coolant,1,150.0
2023-08-27,Electrical Tape,4,80.0
2023-08-27,Bolt,8,80.0
2023-08-27,Tire 90 x 90-17,6,6300.0
2023-08-28,Blind Spot Mirror,1,20.0
2023-08-28,High Temp. Grease,1,50.0
2023-08-28,Repsol Oil,4,1400.0
2023-08-29,Body Bolt Set,8,200.0
2023-08-29,Signal Light,1,95.0
2023-08-29,Silver Bolt,6,300.0
2023-08-29,Fuel Hose,2,60.0
2023-08-29,Quick Tire,1,1780.0
2023-08-30,Plate Badge,1,95.0
2023-08-30,Horn Switch,2,60.0
2023-08-30,Volt Meter,3,450.0
2023-08-30,Pito Curve,2,100.0
2023-08-31,Chain Standard,2,600.0
2023-08-31,Horn,3,300.0
2023-08-31,Battery 7,1,450.0
2023-08-31,Throttle Assist Carbon,1,90.0
2023-08-31,Mini Driving Light,1,800.0
2023-08-31,Headlight Bulb,2,100.0
2023-08-31,Regulator,2,600.0
2023-09-01,Engine Sprocket Lock,1,10.0
2023-09-01,Bolt Cap,18,1800.0
2023-09-01,Pito Curve,3,150.0
2023-09-01,Repsol Oil,3,1050.0
2023-09-01,Castrol Oil,1,280.0
2023-09-01,Knuckle Bearing,1,150.0
2023-09-02,Chain Lube,2,300.0
2023-09-02,Banjo Bolt,8,320.0
2023-09-02,Tire 80x80x14,1,800.0
2023-09-02,On/Off Switch,2,60.0
2023-09-03,Headlight Bulb,3,150.0
2023-09-03,Honda Oil,1,300.0
2023-09-03,Mio Emblem,3,300.0
2023-09-03,Castrol Oil,1,280.0
2023-09-03,Mini Driving Light,1,800.0
2023-09-04,Seat Cover,1,100.0
2023-09-04,Tail Light Bulb,2,100.0
2023-09-04,Helmet Bag,3,390.0
2023-09-04,Coolant,2,300.0
2023-09-04,Spark Plug,1,200.0
2023-09-04,Tire Sealant,1,100.0
2023-09-04,Spark Plug Housing Cap,1,30.0
2023-09-04,Handgrip Domino Red,1,200.0
2023-09-05,Clutch Cable,1,130.0
2023-09-05,Headlight Bulb,3,150.0
2023-09-05,Side Mirror,1,240.0
2023-09-06,Brake Master Caliper,1,850.0
2023-09-06,Fuel Hose,1,30.0
2023-09-06,Castrol Oil,4,1120.0
2023-09-07,Chamos,2,140.0
2023-09-07,Bolt Cap,6,600.0
2023-09-07,Seat Cover,3,300.0
2023-09-07,Tire 80x80x14,1,800.0
2023-09-07,Motorcycle Cover Universal,3,561.0
2023-09-07,Castrol Oil,4,1120.0
2023-09-08,Tire 80x80x14,1,800.0
2023-09-09,Unerseat Organinzer,3,390.0
2023-09-09,Plate Badge,3,285.0
2023-09-09,Coolant,1,150.0
2023-09-09,Knuckle Bearing,2,300.0
2023-09-09,Spark Plug Housing Cap,1,30.0
2023-09-10,Switch,3,600.0
2023-09-10,Bar End,3,450.0
2023-09-10,Honda Oil,4,1200.0
2023-09-10,Brake Cable,1,120.0
2023-09-11,Domino Switch,3,600.0
2023-09-12,High Temp. Grease,1,50.0
2023-09-13,Stainless Bolt,14,280.0
2023-09-14,Bolt Cap,12,1200.0
2023-09-14,Quick Tire,1,1780.0
2023-09-14,Interior Series,2,320.0
2023-09-14,Domino Switch,3,600.0
2023-09-14,Flasher Relay,4,200.0
2023-09-14,Coolant,2,300.0
2023-09-14,Regulator,1,300.0
2023-09-15,Castrol Oil,3,840.0
2023-09-15,Horn,2,200.0
2023-09-15,Coolant,1,150.0
2023-09-15,Motol,1,150.0
2023-09-15,Throttle Assist,1,35.0
2023-09-16,Unerseat Organinzer,1,130.0
2023-09-16,Tire 80x80x14,1,800.0
2023-09-16,Brake Master Caliper,1,850.0
2023-09-16,High Temp. Grease,1,50.0
2023-09-16,Fuel Hose,1,30.0
2023-09-16,Brake Rod,1,50.0
2023-09-16,Bearing,3,330.0
2023-09-16,Headlight Bulb,3,150.0
2023-09-16,VS1 Big,3,600.0
2023-09-16,Engine Sprocket Lock,1,10.0
2023-09-17,Repsol Oil,4,1400.0
2023-09-17,Headlight Bulb,1,50.0
2023-09-17,Coolant,3,450.0
2023-09-17,Carb Cleaner,2,300.0
2023-09-17,On/Off Switch,2,60.0
2023-09-17,Castrol Oil,3,840.0
2023-09-17,Allen Bolt,14,140.0
2023-09-18,Seat Cover,2,200.0
2023-09-18,Signal Light,1,95.0
2023-09-18,Throttle Assist,1,35.0
2023-09-18,Chain Standard,1,300.0
2023-09-18,Bolt,5,50.0
2023-09-20,Honda Oil,1,300.0
2023-09-20,Allen Bolt,8,80.0
2023-09-21,Motorcycle Cover Universal,2,374.0
2023-09-21,Fork Oil,4,200.0
2023-09-21,VS1 Big,3,600.0
2023-09-22,Interior Leo,1,150.0
2023-09-22,Domino Switch,2,400.0
2023-09-22,Petron Oil,4,760.0
2023-09-22,Mirror Ext.,1,15.0
2023-09-23,Motol,1,150.0
2023-09-23,Headlight Bulb,1,50.0
2023-09-23,Castrol Oil,1,280.0
2023-09-23,Brake Rod,3,150.0
2023-09-23,Baby Bolt Set,7,70.0
2023-09-24,VS1 Cleaner,4,1120.0
2023-09-24,Headlight Bulb,3,150.0
2023-09-24,Side Mirror Carbon,1,250.0
2023-09-25,Stainless Bolt,25,500.0
2023-09-25,Osram Peanut Bulb,2,60.0
2023-09-25,Mirror Ext.,1,15.0
2023-09-25,Electrical Tape,1,20.0
2023-09-25,Chain Standard,3,900.0
2023-09-26,Flasher Relay,2,100.0
2023-09-27,Osram Peanut Bulb,1,30.0
2023-09-27,E Bolt,13,9750.0
2023-09-27,Osram Peanut Bulb,1,30.0
2023-09-27,Bearing,1,110.0
2023-09-28,Helmet Rope,2,90.0
2023-09-28,Coolant,4,600.0
2023-09-29,Foot Rest,4,1000.0
2023-09-29,Chamos,3,210.0
2023-09-29,Motol,3,450.0
2023-09-29,Stainless Bolt,14,280.0
2023-09-29,Side Mirror Carbon,3,750.0
2023-09-30,Throttle Cable,3,600.0
2023-09-30,Spark Plug,2,400.0
2023-09-30,Headlight Bulb,4,200.0
2023-09-30,Body Bolt Set,5,125.0
2023-09-30,Tire 275 x 17,1,800.0
2023-09-30,Honda Oil,4,1200.0
2023-09-30,Fork Oil,5,250.0
2023-09-30,Banjo Bolt,7,280.0
2023-09-30,Battery 7,3,1350.0
2023-09-30,Spark Plug Housing Cap,1,30.0
2023-09-30,Bolt Cap,18,1800.0
2023-09-30,Helmet Rope,3,135.0
2023-09-30,Switch,2,400.0
2023-09-30,Motorcycle Cover Universal,1,187.0
2023-09-30,Chain Lube,1,150.0
2023-10-01,Engine Sprocket Lock,1,10.0
2023-10-01,Fuel Hose,2,60.0
2023-10-01,Quick Tire,1,1780.0
2023-10-01,Tire 275 x 17,1,800.0
2023-10-02,Fuel Hose,2,60.0
2023-10-02,Fuel Hose,2,60.0
2023-10-02,Fuel Hose,1,30.0
2023-10-02,Battery 5L,1,840.0
2023-10-03,Quick Tire,1,1780.0
2023-10-03,Helmet Rope,2,90.0
2023-10-03,Bearing,1,110.0
2023-10-03,Petron Oil,2,380.0
2023-10-04,Osram Peanut Bulb,3,90.0
2023-10-04,Oil Filter,1,50.0
2023-10-04,Throttle Assist,1,35.0
2023-10-04,Horn Switch,3,90.0
2023-10-04,Plate Badge,3,285.0
2023-10-04,Motorcycle Cover Oxford,2,1980.0
2023-10-04,Repsol Oil,1,350.0
2023-10-05,VS1 Big,2,400.0
2023-10-05,Tire 275 x 17,1,800.0
2023-10-05,Tire 90 x 90-17,1,1050.0
2023-10-05,Throttle Assist,2,70.0
2023-10-05,Throttle Pipe,3,60.0
2023-10-05,Helmet Hook,3,300.0
2023-10-06,Socket Relay,2,140.0
2023-10-06,Bearing,1,110.0
2023-10-06,Quick Tire,1,1780.0
2023-10-06,Motorcycle Cover Universal,3,561.0
2023-10-06,Headlight Bulb,1,50.0
2023-10-06,Seat Cover,3,300.0
2023-10-06,Motorcycle Cover Oxford,1,990.0
2023-10-06,Osram Peanut Bulb,2,60.0
2023-10-06,Throttle Assist,1,35.0
2023-10-07,On/Off Switch,1,30.0
2023-10-07,Carb Cleaner,1,150.0
2023-10-07,Coolant,1,150.0
2023-10-07,Helmet Freshener,1,200.0
2023-10-07,Domino Switch,1,200.0
2023-10-07,Repsol Oil,2,700.0
2023-10-08,Throttle Assist,1,35.0
2023-10-08,Air Filter,1,50.0
2023-10-08,Honda Oil,5,1500.0
2023-10-08,Switch,4,800.0
2023-10-08,Shell Advance,1,330.0
2023-10-08,Allen Bolt,9,90.0
2023-10-08,High Temp. Grease,4,200.0
2023-10-08,Side Mirror Carbon,1,250.0
2023-10-08,Brake Rod,1,50.0
2023-10-08,Seat Cover,4,400.0
2023-10-08,Interior Series,2,320.0
2023-10-08,Motol,1,150.0
2023-10-09,Tire 80x80x14,2,1600.0
2023-10-09,3-Way Switch,1,190.0
2023-10-09,Chain Lube,1,150.0
2023-10-09,Helmet Freshener,1,200.0
2023-10-09,VS1 Small,2,300.0
2023-10-09,Havoline,3,750.0
2023-10-10,Spark Plug Cap,3,90.0
2023-10-10,Plate Badge,2,190.0
2023-10-10,Fuse Holder/Box,3,150.0
2023-10-10,Brake Cable,1,120.0
2023-10-10,Engine Sprocket Lock,1,10.0
2023-10-10,3-Way Switch,3,570.0
2023-10-10,Volt Meter,1,150.0
2023-10-10,Quick Tire,1,1780.0
2023-10-11,Bolt Cap,7,700.0
2023-10-11,Tail Light Bulb,1,50.0
2023-10-11,Side Mirror Carbon,1,250.0
2023-10-12,On/Off Switch,1,30.0
2023-10-12,Repsol Oil,1,350.0
2023-10-12,Tire 80x80x14,1,800.0
2023-10-12,Spark Plug Cap,1,30.0
2023-10-12,Push Start,3,60.0
2023-10-13,Headlight Bulb,3,150.0
2023-10-13,VS1 Small,1,150.0
2023-10-13,High Temp. Grease,1,50.0
2023-10-13,Socket Relay,4,280.0
2023-10-13,Chain Lock,1,10.0
2023-10-13,Handgrip Domino Red,1,200.0
2023-10-13,Battery 7,1,450.0
2023-10-13,Seat Cover,2,200.0
2023-10-13,Unerseat Organinzer,1,130.0
2023-10-14,Bolt Cap,14,1400.0
2023-10-14,Chain Standard,3,900.0
2023-10-14,Tire 275 x 17,1,800.0
2023-10-14,Armor All,2,300.0
2023-10-14,Bolt,23,230.0
2023-10-14,Quick Tire,1,1780.0
2023-10-14,Repsol Oil,4,1400.0
2023-10-14,Helmet Freshener,3,600.0
2023-10-14,Brake Shoe Honda Click,1,350.0
2023-10-14,Motol,3,450.0
2023-10-15,Oil Filter,4,200.0
2023-10-15,Unerseat Organinzer,1,130.0
2023-10-15,Oil Filter,3,150.0
2023-10-15,Gold Bolt,10,500.0
2023-10-15,Unerseat Organinzer,4,520.0
2023-10-15,Headlight Bulb,4,200.0
2023-10-15,Unerseat Organinzer,1,130.0
2023-10-15,Domino Switch,4,800.0
2023-10-15,Chain Standard,4,1200.0
2023-10-15,Honda Oil,1,300.0
2023-10-16,Engine Sprocket Lock,1,10.0
2023-10-16,Banjo Bolt,5,200.0
2023-10-16,Gear Oil,1,80.0
2023-10-16,Interior Series,2,320.0
2023-10-16,Quick Tire,1,1780.0
2023-10-16,On/Off Switch,1,30.0
2023-10-17,Seat Cover,1,100.0
2023-10-17,Switch,1,200.0
2023-10-17,Tail Light Bulb,2,100.0
2023-10-17,Brake Master Caliper,1,850.0
2023-10-17,Electrical Tape,1,20.0
2023-10-17,Spark Plug Cap,3,90.0
2023-10-17,Battery 7,1,450.0
2023-10-17,Regulator,1,300.0
2023-10-18,Tail Light Bulb,1,50.0
2023-10-18,Brake Fluid,4,400.0
2023-10-18,Stainless Bolt,14,280.0
2023-10-18,Motol,3,450.0
2023-10-18,Switch,2,400.0
2023-10-18,Castrol Oil,2,560.0
2023-10-18,Throttle Assist,3,105.0
2023-10-19,Motorcycle Cover Universal,4,748.0
2023-10-19,Brake Master Caliper,1,850.0
2023-10-19,Tire 275 x 17,1,800.0
2023-10-19,Helmet Freshener,1,200.0
2023-10-19,Interior Leo,3,450.0
2023-10-20,Battery 7,1,450.0
2023-10-20,Magic Gatas,4,600.0
2023-10-20,Signal Light,1,95.0
2023-10-20,Spark Plug Cap,3,90.0
2023-10-20,Coolant,3,450.0
2023-10-20,Helmet Freshener,1,200.0
2023-10-20,Fork Oil,1,50.0
2023-10-20,Unerseat Organinzer,3,390.0
2023-10-20,Brake Pad,1,150.0
2023-10-20,Regulator,4,1200.0
2023-10-20,Relay,4,600.0
2023-10-20,Tire 275 x 17,1,800.0
2023-10-21,Plate Badge,2,190.0
2023-10-21,Havoline,4,1000.0
2023-10-21,Yamalube,1,250.0
2023-10-21,E Bolt,25,18750.0
2023-10-21,Socket Relay,3,210.0
2023-10-22,Honda Oil,1,300.0
2023-10-22,Tire 80x80x14,6,4800.0
2023-10-22,Quick Tire,1,1780.0
2023-10-22,Stainless Bolt,10,200.0
2023-10-22,Tire Sealant,4,400.0
2023-10-22,Bolt Cap,7,700.0
2023-10-22,Tire 80x80x14,1,800.0
2023-10-22,Allen Bolt,14,140.0
2023-10-24,Plate Badge,2,190.0
2023-10-24,Fork Oil,1,50.0
2023-10-24,Coolant,2,300.0
2023-10-24,Foot Rest,1,250.0
2023-10-25,Allen Bolt,5,50.0
2023-10-25,Bolt Cap,10,1000.0
2023-10-25,Regulator,1,300.0
2023-10-25,Brake Rod,1,50.0
2023-10-25,Pito Curve,3,150.0
2023-10-26,Repsol Oil,4,1400.0
2023-10-27,Helmet Hook,3,300.0
2023-10-27,Flasher Relay,3,150.0
2023-10-27,Regulator,1,300.0
2023-10-27,Gear Oil,1,80.0
2023-10-27,Motorcycle Cover Universal,2,374.0
2023-10-27,Fuse Holder/Box,3,150.0
2023-10-27,Battery 5L,1,840.0
2023-10-27,Bearing,1,110.0
2023-10-27,Battery 5L,2,1680.0
2023-10-27,Tire Sealant,3,300.0
2023-10-27,Pito Curve,3,150.0
2023-10-28,Gold Bolt,8,400.0
2023-10-28,Bolt,6,60.0
2023-10-28,Domino Switch,3,600.0
2023-10-28,Brake Rod,2,100.0
2023-10-28,Chamos,2,140.0
2023-10-28,Unerseat Organinzer,3,390.0
2023-10-29,Chain Lube,3,450.0
2023-10-29,Headlight Bulb,1,50.0
2023-10-29,Horn,3,300.0
2023-10-30,Fuse Holder/Box,2,100.0
2023-10-30,Tire 275 x 17,6,4800.0
2023-10-30,Zic Gear Oil 100ml,1,80.0
2023-10-30,Throttle Assist,1,35.0
2023-10-30,Volt Meter,3,450.0
2023-10-30,Body Bolt Set,7,175.0
2023-10-30,Coolant,2,300.0
2023-10-30,LED Bulb/Light,4,280.0
2023-10-30,Bolt Cap,10,1000.0
2023-10-30,Repsol Oil,3,1050.0
2023-10-30,Spark Plug Cap,1,30.0
2023-10-30,Coolant,1,150.0
2023-10-30,Fuel Hose,1,30.0
2023-10-30,Flasher Relay,3,150.0
2023-10-30,Motol,4,600.0
2023-10-31,Throttle Assist,2,70.0
2023-10-31,VS1 Big,1,200.0
2023-10-31,Seat Cover,3,300.0
2023-11-01,Repsol Oil,3,1050.0
2023-11-01,On/Off Switch,3,90.0
2023-11-01,Interior Series,2,320.0
2023-11-01,Brake Cable,1,120.0
2023-11-01,Brake Rod,1,50.0
2023-11-01,Throttle Pipe,3,60.0
2023-11-01,Bolt Cap Gold,23,2300.0
2023-11-01,Fuse Holder/Box,3,150.0
2023-11-02,Foot Rest,1,250.0
2023-11-02,Tail Light Bulb,1,50.0
2023-11-02,Tail Light,1,30.0
2023-11-02,Gear Oil,5,400.0
2023-11-02,Fork Oil,3,150.0
2023-11-02,Battery 5L,3,2520.0
2023-11-02,Body Bolt Set,6,150.0
2023-11-03,Seat Cover,3,300.0
2023-11-03,Fuse Holder/Box,3,150.0
2023-11-03,Knuckle Bearing,2,300.0
2023-11-03,Quick Tire,5,8900.0
2023-11-03,Mini Driving Light,1,800.0
2023-11-03,Brake Cable,1,120.0
2023-11-03,Battery OD,2,1500.0
2023-11-04,Helmet Rope,3,135.0
2023-11-04,Gear Oil,3,240.0
2023-11-04,Interior Series,3,480.0
2023-11-04,Engine Sprocket Screw,1,20.0
2023-11-05,Bolt,24,240.0
2023-11-05,Castrol Oil,4,1120.0
2023-11-05,Quick Tire,1,1780.0
2023-11-05,Seat Cover,2,200.0
2023-11-05,Engine Sprocket Lock,2,20.0
2023-11-05,Fuel Hose,1,30.0
2023-11-05,Spark Plug Housing Cap,2,60.0
2023-11-06,Foot Rest,1,250.0
2023-11-06,Brake Shoes,1,350.0
2023-11-06,Castrol Oil,3,840.0
2023-11-06,Phone Holder Universal,2,170.0
2023-11-06,Foot Rest,2,500.0
2023-11-07,Castrol Oil,2,560.0
2023-11-07,Brake Pad,1,150.0
2023-11-07,Handgrip Domino Red,4,800.0
2023-11-07,Carb Cleaner,3,450.0
2023-11-08,Brake Master Caliper,1,850.0
2023-11-08,Tire 80x80x14,1,800.0
2023-11-08,Repsol Oil,4,1400.0
2023-11-08,Yamalube,1,250.0
2023-11-08,Motol,2,300.0
2023-11-08,Motul 800 m2,4,1260.0
2023-11-09,Horn Switch,4,120.0
2023-11-09,Volt Meter,1,150.0
2023-11-09,Motorcycle Cover Oxford,3,2970.0
2023-11-09,Spark Plug Cap,1,30.0
2023-11-09,VS1 Big,3,600.0
2023-11-09,Tail Light Bulb,1,50.0
2023-11-10,Seat Cover,2,200.0
2023-11-10,Seat Cover,3,300.0
2023-11-10,Unerseat Organinzer,3,390.0
2023-11-10,Chamos,3,210.0
2023-11-10,Yamalube,4,1000.0
2023-11-10,Knuckle Bearing,3,450.0
2023-11-10,Seat Cover,4,400.0
2023-11-10,Fork Oil,1,50.0
2023-11-10,Domino Handgrip,4,1000.0
2023-11-10,Chain Adjuster,4,200.0
2023-11-10,Battery OD,1,750.0
2023-11-10,3-Way Switch,1,190.0
2023-11-10,Fuse,1,5.0
2023-11-10,Battery 5L,1,840.0
2023-11-10,Zic Oil,3,870.0
2023-11-11,Helmet Hook,1,100.0
2023-11-11,On/Off Switch,1,30.0
2023-11-11,Headlight Bulb,3,150.0
2023-11-11,Unerseat Organinzer,4,520.0
2023-11-12,Volt Meter,2,300.0
2023-11-12,Spark Plug Cap,1,30.0
2023-11-12,Throttle Assist Carbon,4,360.0
2023-11-12,Brake Shoes,1,350.0
2023-11-12,Mat 12 mm,1,10.0
2023-11-12,Bar End,1,150.0
2023-11-12,Helmet Hook,1,100.0
2023-11-13,Allen Bolt,6,60.0
2023-11-13,Petron Oil,5,950.0
2023-11-13,Switch,1,200.0
2023-11-13,Osram Peanut Bulb,2,60.0
2023-11-13,Helmet Rope,2,90.0
2023-11-14,Horn,4,400.0
2023-11-14,Gear Oil,4,320.0
2023-11-15,Expander Bracket Motowolf,2,160.0
2023-11-15,Motol,1,150.0
2023-11-15,Brake Rod,1,50.0
2023-11-15,Brake Pad OKM,1,120.0
2023-11-15,Baby Bolt Set,6,60.0
2023-11-15,Spark Plug Housing Cap,1,30.0
2023-11-15,Bolt Cap,25,2500.0
2023-11-15,Spark Plug Housing Cap,2,60.0
2023-11-16,Castrol Oil,4,1120.0
2023-11-16,Horn,3,300.0
2023-11-16,Oil Filter,2,100.0
2023-11-17,Body Bolt Set,25,625.0
2023-11-17,Quick Tire,1,1780.0
2023-11-17,Phone Holder Universal,1,85.0
2023-11-17,Zic Gear Oil 100ml,2,160.0
2023-11-17,Chain Lube,1,150.0
2023-11-17,Spark Plug Housing Cap,1,30.0
2023-11-17,3-Way Switch,2,380.0
2023-11-17,Shell Advance,1,330.0
2023-11-17,Unerseat Organinzer,1,130.0
2023-11-18,Horn,2,200.0
2023-11-18,High Temp. Grease,1,50.0
2023-11-18,Flasher Relay,1,50.0
2023-11-18,Bolt,6,60.0
2023-11-18,Bolt Cap,7,700.0
2023-11-18,Shell Advance,2,660.0
2023-11-19,Tire 275 x 17,1,800.0
2023-11-19,Bolt Cap,16,1600.0
2023-11-19,Regulator,3,900.0
2023-11-19,Knuckle Bearing,1,150.0
2023-11-19,Coolant,1,150.0
2023-11-20,Battery 7,1,450.0
2023-11-21,Bolt,13,130.0
2023-11-21,Brake Shoes,2,700.0
2023-11-21,Motorcycle Cover Universal,4,748.0
2023-11-21,Tail Light,1,30.0
2023-11-21,Brake Rod,2,100.0
2023-11-21,Throttle Assist,2,70.0
2023-11-21,Domino Switch,1,200.0
2023-11-22,WD40,1,230.0
2023-11-22,Headlight Bulb,1,50.0
2023-11-23,Foot Rest,1,250.0
2023-11-23,Fork Oil,3,150.0
2023-11-23,Throttle Assist,1,35.0
2023-11-23,Push Start,2,40.0
2023-11-23,Throttle Assist Carbon,1,90.0
2023-11-23,Bolt Cap,15,1500.0
2023-11-23,Pito Curve,1,50.0
2023-11-24,Motol,3,450.0
2023-11-24,Brake Rod,1,50.0
2023-11-24,VS1 Big,1,200.0
2023-11-24,Chain Lube,3,450.0
2023-11-24,Coolant,1,150.0
2023-11-24,Baby Bolt Set,10,100.0
2023-11-24,Domino Switch,1,200.0
2023-11-25,Chain Lock,1,10.0
2023-11-25,Domino Switch,1,200.0
2023-11-25,Brake Shoes,1,350.0
2023-11-25,Push Start,2,40.0
2023-11-25,Shell Advance,4,1320.0
2023-11-25,Spark Plug Cap,1,30.0
2023-11-26,Seat Cover,1,100.0
2023-11-26,Tire Sealant,1,100.0
2023-11-26,Allen Bolt,20,200.0
2023-11-26,Petrol SB 100,3,240.0
2023-11-26,Zic Gear Oil 100ml,4,320.0
2023-11-26,Unerseat Organinzer,3,390.0
2023-11-26,Domino Switch,3,600.0
2023-11-26,Throttle Pipe,3,60.0
2023-11-27,Expander Bracket Motowolf,1,80.0
2023-11-27,Shell Advance,1,330.0
2023-11-27,Quick Tire,1,1780.0
2023-11-27,Battery 4L,1,750.0
2023-11-27,Tire 275 x 17,6,4800.0
2023-11-27,VS1 Cleaner,2,560.0
2023-11-28,Regulator,2,600.0
2023-11-28,3-Way Switch,4,760.0
2023-11-28,Seat Cover,3,300.0
2023-11-28,Bolt Cap,7,700.0
2023-11-28,Mat 12 mm,1,10.0
2023-11-28,Brake Master Caliper,1,850.0
2023-11-28,Havoline,3,750.0
2023-11-28,Tire 90 x 90-17,1,1050.0
2023-11-29,Unerseat Organinzer,3,390.0
2023-11-29,Motorcycle Cover Universal,3,561.0
2023-11-29,Brake Master Caliper,1,850.0
2023-11-29,Helmet Freshener,1,200.0
2023-11-30,On/Off Switch,1,30.0
2023-11-30,Switch,3,600.0
2023-11-30,Motul 800 m2,4,1260.0
2023-11-30,Throttle Pipe,2,40.0
2023-11-30,Chain Standard,3,900.0
2023-11-30,Socket Relay,4,280.0
2023-11-30,Chamos,1,70.0
2023-11-30,Battery 7,1,450.0
2023-11-30,Plate Badge,1,95.0
2023-11-30,Battery 7,3,1350.0
2023-12-01,Brake Shoe Honda Click,1,350.0
2023-12-01,Coolant,1,150.0
2023-12-01,Brake Shoes,2,700.0
2023-12-01,Chain Lock,1,10.0
2023-12-01,Quick Tire,6,10680.0
2023-12-01,Coolant,4,600.0
2023-12-01,Spark Plug Cap,3,90.0
2023-12-01,Tire 80x80x14,2,1600.0
2023-12-01,Interior Series,1,160.0
2023-12-01,Switch,1,200.0
2023-12-01,Flasher Relay,3,150.0
2023-12-01,Spark Plug,4,800.0
2023-12-01,Knuckle Bearing,3,450.0
2023-12-01,Headlight Bulb,1,50.0
2023-12-01,Repsol Oil,1,350.0
2023-12-01,Throttle Cable,1,200.0
2023-12-01,Plate Badge,3,285.0
2023-12-01,Throttle Assist Carbon,3,270.0
2023-12-02,Motol,1,150.0
2023-12-02,Seat Cover,1,100.0
2023-12-02,Throttle Assist,1,35.0
2023-12-02,Peanut Bulb,1,20.0
2023-12-02,Castrol Oil,2,560.0
2023-12-02,Petron Oil,4,760.0
2023-12-02,Shell Advance,2,660.0
2023-12-02,Motorcycle Cover Universal,1,187.0
2023-12-02,Tire 80x80x14,1,800.0
2023-12-02,Socket Relay,1,70.0
2023-12-02,Tail Light Bulb,1,50.0
2023-12-02,Havoline,1,250.0
2023-12-02,Socket Relay,3,210.0
2023-12-02,Brake Shoe Honda Click,1,350.0
2023-12-02,Chain Lube,4,600.0
2023-12-02,Clutch Cable,1,130.0
2023-12-02,Helmet Freshener,2,400.0
2023-12-02,Headlight Bulb,1,50.0
2023-12-03,Domino Switch,1,200.0
2023-12-03,Honda Oil,4,1200.0
2023-12-03,Coolant,1,150.0
2023-12-03,Tire 275 x 17,1,800.0
2023-12-03,Chain Lube,1,150.0
2023-12-03,Expander Bracket Motowolf,1,80.0
2023-12-03,Honda Oil,2,600.0
2023-12-03,Chain Lock,2,20.0
2023-12-03,Shell Advance,1,330.0
2023-12-03,Brake Shoes,1,350.0
2023-12-03,Interior Leo,3,450.0
2023-12-03,Battery OD,1,750.0
2023-12-03,Chamos,2,140.0
2023-12-04,Engine Sprocket Screw,1,20.0
2023-12-04,Bolt Cap Gold,14,1400.0
2023-12-04,Petron Oil,1,190.0
2023-12-04,Brake Master Caliper,1,850.0
2023-12-04,Flasher Relay,2,100.0
2023-12-04,Tire 275 x 17,1,800.0
2023-12-04,Pito Curve,1,50.0
2023-12-04,Motul 800 m2,1,315.0
2023-12-04,Spark Plug Housing Cap,1,30.0
2023-12-04,Engine Sprocket Lock,1,10.0
2023-12-04,Tire 80x80x14,1,800.0
2023-12-04,Regulator,2,600.0
2023-12-05,Fork Oil,3,150.0
2023-12-05,Spark Plug Cap,1,30.0
2023-12-05,Signal Light,3,285.0
2023-12-05,3-Way Switch,1,190.0
2023-12-05,Brake Rod,1,50.0
2023-12-05,Shell Advance,2,660.0
2023-12-05,Tire 90 x 90-17,1,1050.0
2023-12-05,Foot Rest,1,250.0
2023-12-05,Battery 4L,1,750.0
2023-12-05,Helmet Freshener,3,600.0
2023-12-05,Horn,1,100.0
2023-12-05,Tire 275 x 17,1,800.0
2023-12-05,Castrol Oil,4,1120.0
2023-12-05,Expander Bracket Motowolf,3,240.0
2023-12-06,VS1 Cleaner,1,280.0
2023-12-06,Fork Oil,1,50.0
2023-12-06,Knuckle Bearing,3,450.0
2023-12-06,Regulator,1,300.0
2023-12-06,Spark Plug,1,200.0
2023-12-06,Quick Tire,1,1780.0
2023-12-06,Regulator,3,900.0
2023-12-06,Zic Gear Oil 100ml,1,80.0
2023-12-06,Engine Sprocket Screw,1,20.0
2023-12-06,Castrol Oil,1,280.0
2023-12-06,Repsol Oil,2,700.0
2023-12-06,Bolt,14,140.0
2023-12-06,Brake Master Caliper,1,850.0
2023-12-06,Sticker,1,35.0
2023-12-06,Spark Plug,1,200.0
2023-12-06,Honda Oil,5,1500.0
2023-12-06,Spark Plug,1,200.0
2023-12-06,Oil Filter,2,100.0
2023-12-06,Castrol Oil,2,560.0
2023-12-06,Helmet Freshener,1,200.0
2023-12-06,Throttle Pipe,3,60.0
2023-12-07,Bolt,9,90.0
2023-12-07,Regulator,2,600.0
2023-12-07,Brake Switch,3,180.0
2023-12-07,Seat Cover,4,400.0
2023-12-07,3-Way Switch,2,380.0
2023-12-07,Headlight Bulb,1,50.0
2023-12-07,Tire Sealant,1,100.0
2023-12-07,3-Way Switch,1,190.0
2023-12-07,Spark Plug Cap,2,60.0
2023-12-07,Clutch Cable,1,130.0
2023-12-07,Motol,2,300.0
2023-12-07,Helmet Rope,1,45.0
2023-12-07,Air Filter,2,100.0
